tick;traderType;traderName;bidType;offeredPrice;clearedPrice;offeredQuantity;assignedQuantity
-96;FlexPowerplant2;HUNTORF CAES GT 2;EnergySupplyMustRun;24,62;3000;9,25;9,25;
-96;FlexPowerplant2;HUNTORF CAES GT 1;EnergySupplyMustRun;24,62;3000;9,25;9,25;
-96;FlexPowerplant2;GERSTEINWERK H GT 1;EnergySupplyMustRun;26,03;3000;7;7;
-96;FlexPowerplant2;LICHTERFELDE 2;EnergySupplyMustRun;28,53;3000;18,75;18,75;
-96;FlexPowerplant2;HASTEDT 14;EnergySupplyMustRun;28,53;3000;18,75;18,75;
-96;FlexPowerplant2;FREIMANN GT 2;EnergySupplyMustRun;30;3000;10,25;10,25;
-96;FlexPowerplant2;FREIMANN GT 1;EnergySupplyMustRun;30;3000;10,25;10,25;
-96;FlexPowerplant2;GROSSKAYNA GT 2;EnergySupplyMustRun;76,28;3000;4,75;4,75;
-96;FlexPowerplant2;GROSSKAYNA GT 1;EnergySupplyMustRun;76,28;3000;4,75;4,75;
-96;FlexPowerplant2;GROSSKAYNA GT 3;EnergySupplyMustRun;76,28;3000;4,75;4,75;
-96;FlexPowerplant2;MARIENEHE 1;EnergySupplyMustRun;77,37;3000;7,5;7,5;
-96;FlexPowerplant2;MARBACH 3 GT 1;EnergySupplyMustRun;77,37;3000;7,5;7,5;
-96;FlexPowerplant2;BARMEN-II;EnergySupplyMustRun;84,66;3000;14;14;
-96;FlexPowerplant2;WALHEIM GT 1;EnergySupplyMustRun;91,49;3000;15;15;
-96;FlexPowerplant2;PEISSENBERG 1;EnergySupplyMustRun;91,49;3000;5,5;5,5;
-96;FlexPowerplant2;BHKW KEMPTEN GT 1;EnergySupplyMustRun;92,99;3000;3,75;3,75;
-96;FlexPowerplant2;FENNE-B GT 1;EnergySupplyMustRun;94,82;3000;4,5;4,5;
-96;FlexPowerplant2;BIELEFELD GT 2;EnergySupplyMustRun;97,34;3000;3;3;
-96;FlexPowerplant2;INGOLSTADT 3;EnergySupplyMustRun;103,53;3000;50;50;
-96;FlexPowerplant2;INGOLSTADT 4;EnergySupplyMustRun;103,53;3000;50;50;
-96;FlexPowerplant2;WERDOHL-ELVERLINGSEN 1;EnergySupplyMustRun;103,53;3000;12,25;12,25;
-96;FlexPowerplant2;BRUNSBUTTEL VATTENFALL GT 3;EnergySupplyMustRun;103,53;3000;7,75;7,75;
-96;FlexPowerplant2;BRUNSBUTTEL VATTENFALL GT 4;EnergySupplyMustRun;103,53;3000;7,75;7,75;
-96;FlexPowerplant2;BRUNSBUTTEL VATTENFALL GT 2;EnergySupplyMustRun;103,53;3000;7,75;7,75;
-96;FlexPowerplant2;BRUNSBUTTEL VATTENFALL GT 1;EnergySupplyMustRun;103,53;3000;7,75;7,75;
-96;FlexPowerplant2;CHARLOTTENBURG GT 3;EnergySupplyMustRun;103,53;3000;7,5;7,5;
-96;FlexPowerplant2;WILHELMSHAVEN GT 1;EnergySupplyMustRun;103,53;3000;7;7;
-96;FlexPowerplant2;MARBACH 3;EnergySupplyMustRun;103,96;3000;34,5;34,5;
-96;FlexPowerplant2;WILMERSDORF GT 3;EnergySupplyMustRun;104,24;3000;13,75;13,75;
-96;FlexPowerplant2;WILMERSDORF GT 2;EnergySupplyMustRun;104,24;3000;13,75;13,75;
-96;FlexPowerplant2;WILMERSDORF GT 1;EnergySupplyMustRun;104,24;3000;13,75;13,75;
-96;FlexPowerplant2;WERDOHL-ELVERLINGSEN 2;EnergySupplyMustRun;105,35;3000;13,5;13,5;
-96;FlexPowerplant2;FRANKEN-I GT 1;EnergySupplyMustRun;105,75;3000;6,75;6,75;
-96;FlexPowerplant2;ZOLLING GT 2;EnergySupplyMustRun;108,85;3000;3,25;3,25;
-96;FlexPowerplant2;ZOLLING GT 1;EnergySupplyMustRun;108,85;3000;3,25;3,25;
-96;FlexPowerplant2;LICHTERFELDE 1;EnergySupplyMustRun;110,85;3000;18,75;18,75;
-96;FlexPowerplant2;ALTBACH-I NO 5 GT 1;EnergySupplyMustRun;110,85;3000;6,25;6,25;
-96;FlexPowerplant2;AUDORF GT 2;EnergySupplyMustRun;111,03;3000;2;2;
-96;FlexPowerplant2;AUDORF GT 3;EnergySupplyMustRun;111,03;3000;2;2;
-96;FlexPowerplant2;AUDORF GT 6;EnergySupplyMustRun;111,03;3000;2;2;
-96;FlexPowerplant2;AUDORF GT 1;EnergySupplyMustRun;111,03;3000;2;2;
-96;FlexPowerplant2;AUDORF GT 4;EnergySupplyMustRun;111,03;3000;2;2;
-96;FlexPowerplant2;AUDORF GT 5;EnergySupplyMustRun;111,03;3000;2;2;
-96;FlexPowerplant2;ALTBACH-I GT 3;EnergySupplyMustRun;112,07;3000;12,25;12,25;
-96;FlexPowerplant2;MOABIT GT 1;EnergySupplyMustRun;112,34;3000;2,25;2,25;
-96;FlexPowerplant2;MOABIT GT 3;EnergySupplyMustRun;112,34;3000;2,25;2,25;
-96;FlexPowerplant2;MOABIT GT 2;EnergySupplyMustRun;112,34;3000;2,25;2,25;
-96;FlexPowerplant2;FLINGERN GT 1;EnergySupplyMustRun;112,38;3000;9,75;9,75;
-96;FlexPowerplant2;ALTBACH-I GT 2;EnergySupplyMustRun;112,42;3000;9,5;9,5;
-96;FlexPowerplant2;WEDEL GT 1;EnergySupplyMustRun;113,15;3000;6,5;6,5;
-96;FlexPowerplant2;WEDEL GT 2;EnergySupplyMustRun;113,15;3000;6,5;6,5;
-96;FlexPowerplant2;MUNSTER NEUBAU GT 3;EnergySupplyMustRun;115,85;3000;3;3;
-96;FlexPowerplant2;MUNSTER NEUBAU GT 2;EnergySupplyMustRun;115,85;3000;3;3;
-96;FlexPowerplant2;MUNSTER NEUBAU GT 1;EnergySupplyMustRun;115,85;3000;3;3;
-96;FlexPowerplant2;ITZEHOE PEAK GT 5;EnergySupplyMustRun;118,35;3000;2;2;
-96;FlexPowerplant2;ITZEHOE PEAK GT 4;EnergySupplyMustRun;118,35;3000;2;2;
-96;FlexPowerplant2;ITZEHOE PEAK GT 3;EnergySupplyMustRun;118,35;3000;2;2;
-96;FlexPowerplant2;ITZEHOE PEAK GT 2;EnergySupplyMustRun;118,35;3000;2;2;
-96;FlexPowerplant2;ITZEHOE PEAK GT 1;EnergySupplyMustRun;118,35;3000;2;2;
-96;FlexPowerplant2;ITZEHOE PEAK GT 6;EnergySupplyMustRun;118,35;3000;2;2;
-95;TotalLoad;totalload;EnergyDemand;3000;42,62;10823;10823;
-95;TotalLoad;renewables;EnergySupply;-3000;42,62;1378;1378;
-95;FlexPowerplant2;DESSAU S1;EnergySupplyMustRun;-202,87;42,62;1;1;
-95;FlexPowerplant2;DESSAU S2;EnergySupplyMustRun;-202,87;42,62;1;1;
-95;FlexPowerplant2;MOORBURG-A;EnergySupplyMustRun;-197,83;42,62;54;54;
-95;FlexPowerplant2;MOORBURG-B;EnergySupplyMustRun;-197,83;42,62;54;54;
-95;FlexPowerplant2;WESTFALEN-D;EnergySupplyMustRun;-196,68;42,62;51,25;51,25;
-95;FlexPowerplant2;RDK (KARLSRUHE) 8;EnergySupplyMustRun;-196,6;42,62;57;57;
-95;FlexPowerplant2;WESTFALEN-E;EnergySupplyMustRun;-196,6;42,62;51,25;51,25;
-95;FlexPowerplant2;WILHELMSHAVEN-C;EnergySupplyMustRun;-196,6;42,62;50;50;
-95;FlexPowerplant2;LUNEN-4 NO 1;EnergySupplyMustRun;-196,51;42,62;47;47;
-95;FlexPowerplant2;GKM 9;EnergySupplyMustRun;-196,5;42,62;57;57;
-95;FlexPowerplant2;WALSUM-10;EnergySupplyMustRun;-196,17;42,62;49,5;49,5;
-95;FlexPowerplant2;BREMEN-HAFEN 6;EnergySupplyMustRun;-195,21;42,62;20,75;20,75;
-95;FlexPowerplant2;ALTBACH-II NO 1;EnergySupplyMustRun;-194,69;42,62;21,75;21,75;
-95;FlexPowerplant2;REUTER WEST B;EnergySupplyMustRun;-192,65;42,62;18,75;18,75;
-95;FlexPowerplant2;VOERDE B;EnergySupplyMustRun;-192,28;42,62;47,5;47,5;
-95;FlexPowerplant2;ROMERBRUCKE 2;EnergySupplyMustRun;-191,78;42,62;3,5;3,5;
-95;FlexPowerplant2;VOERDE A;EnergySupplyMustRun;-191,49;42,62;47,5;47,5;
-95;FlexPowerplant2;NEURATH F;EnergySupplyMustRun;-191,25;42,62;70;70;
-95;FlexPowerplant2;NEURATH G;EnergySupplyMustRun;-191,25;42,62;70;70;
-95;FlexPowerplant2;RDK (KARLSRUHE) 7;EnergySupplyMustRun;-191,14;42,62;34,5;34,5;
-95;FlexPowerplant2;BOXBERG R;EnergySupplyMustRun;-190,89;42,62;42,25;42,25;
-95;FlexPowerplant2;NIEDERAUSSEM K;EnergySupplyMustRun;-190,7;42,62;63,25;63,25;
-95;FlexPowerplant2;LIPPENDORF R;EnergySupplyMustRun;-190,65;42,62;58,25;58,25;
-95;FlexPowerplant2;LIPPENDORF S;EnergySupplyMustRun;-190,6;42,62;58,25;58,25;
-95;FlexPowerplant2;BERGKAMEN A;EnergySupplyMustRun;-190,44;42,62;48,5;48,5;
-95;FlexPowerplant2;COTTBUS CHP S1;EnergySupplyMustRun;-190,42;42,62;3;3;
-95;FlexPowerplant2;REUTER WEST A;EnergySupplyMustRun;-190,36;42,62;18,75;18,75;
-95;FlexPowerplant2;BOXBERG Q;EnergySupplyMustRun;-190,14;42,62;56,75;56,75;
-95;FlexPowerplant2;SCHKOPAU-II A;EnergySupplyMustRun;-190,13;42,62;30;30;
-95;FlexPowerplant2;SCHKOPAU-II B;EnergySupplyMustRun;-190,13;42,62;30;30;
-95;FlexPowerplant2;SCHWARZE PUMPE A;EnergySupplyMustRun;-190,03;42,62;50;50;
-95;FlexPowerplant2;SCHWARZE PUMPE B;EnergySupplyMustRun;-189,98;42,62;50;50;
-95;FlexPowerplant2;WEIHER 3;EnergySupplyMustRun;-189,06;42,62;44,25;44,25;
-95;FlexPowerplant2;JANSCHWALDE D;EnergySupplyMustRun;-188,98;42,62;31,25;31,25;
-95;FlexPowerplant2;JANSCHWALDE E;EnergySupplyMustRun;-188,87;42,62;31,25;31,25;
-95;FlexPowerplant2;JANSCHWALDE F;EnergySupplyMustRun;-188,87;42,62;31,25;31,25;
-95;FlexPowerplant2;JANSCHWALDE B;EnergySupplyMustRun;-188,53;42,62;31,25;31,25;
-95;FlexPowerplant2;JANSCHWALDE C;EnergySupplyMustRun;-188,48;42,62;31,25;31,25;
-95;FlexPowerplant2;JANSCHWALDE A;EnergySupplyMustRun;-187,94;42,62;31,25;31,25;
-95;FlexPowerplant2;ROMERBRUCKE 3;EnergySupplyMustRun;-187,56;42,62;2,25;2,25;
-95;FlexPowerplant2;WEST (VOERDE) 1;EnergySupplyMustRun;-187,41;42,62;22,25;22,25;
-95;FlexPowerplant2;WEST (VOERDE) 2;EnergySupplyMustRun;-187,41;42,62;22,25;22,25;
-95;FlexPowerplant2;REUTER C;EnergySupplyMustRun;-186,29;42,62;8,25;8,25;
-95;FlexPowerplant2;MERKENICH (NORD) 2;EnergySupplyMustRun;-182,62;42,62;1,5;1,5;
-95;FlexPowerplant2;MERKENICH (NORD) 3;EnergySupplyMustRun;-177,77;42,62;3,75;3,75;
-95;FlexPowerplant2;COTTBUS CHP S2;EnergySupplyMustRun;-169,22;42,62;1,25;1,25;
-95;FlexPowerplant2;KARLSRUHE WEST 4;EnergySupplyMustRun;-113,65;42,62;1,5;1,5;
-95;FlexPowerplant2;ULM 3;EnergySupplyMustRun;-110,91;42,62;1,5;1,5;
-95;FlexPowerplant2;GKM 6;EnergySupplyMustRun;-108,67;42,62;28;28;
-95;FlexPowerplant2;ROSTOCK 1;EnergySupplyMustRun;-108,16;42,62;55,25;55,25;
-95;FlexPowerplant2;FLENSBURG 09;EnergySupplyMustRun;-108,12;42,62;3,5;3,5;
-95;FlexPowerplant2;FLENSBURG 10;EnergySupplyMustRun;-107,92;42,62;3,5;3,5;
-95;FlexPowerplant2;WERNE (GERSTEIN K) 1;EnergySupplyMustRun;-107,01;42,62;67;67;
-95;FlexPowerplant2;STAUDINGER 5;EnergySupplyMustRun;-106,29;42,62;51;51;
-95;FlexPowerplant2;GKM 8;EnergySupplyMustRun;-106,29;42,62;48;48;
-95;FlexPowerplant2;MUNCHEN NORD 1;EnergySupplyMustRun;-106,29;42,62;39;39;
-95;FlexPowerplant2;TIEFSTACK ERSATZ 1;EnergySupplyMustRun;-106,29;42,62;18;18;
-95;FlexPowerplant2;KASSEL SWEW 1;EnergySupplyMustRun;-106,19;42,62;3,5;3,5;
-95;FlexPowerplant2;FLENSBURG 11;EnergySupplyMustRun;-105,91;42,62;3,75;3,75;
-95;FlexPowerplant2;WALSUM 09;EnergySupplyMustRun;-105,74;42,62;41;41;
-95;FlexPowerplant2;HERNE 4;EnergySupplyMustRun;-105,65;42,62;50;50;
-95;FlexPowerplant2;GKH HANNOVER 2;EnergySupplyMustRun;-105,65;42,62;15;15;
-95;FlexPowerplant2;GKH HANNOVER 1;EnergySupplyMustRun;-105,65;42,62;15;15;
-95;FlexPowerplant2;HASTEDT 15;EnergySupplyMustRun;-105,65;42,62;13;13;
-95;FlexPowerplant2;PFORZHEIM-III NO 1;EnergySupplyMustRun;-105,65;42,62;3;3;
-95;FlexPowerplant2;FENNE-C NO 1;EnergySupplyMustRun;-105,31;42,62;21,25;21,25;
-95;FlexPowerplant2;IBBENBUREN-B NO 1;EnergySupplyMustRun;-105,07;42,62;80,75;80,75;
-95;FlexPowerplant2;HEILBRONN 7;EnergySupplyMustRun;-104,98;42,62;76;76;
-95;FlexPowerplant2;ALTBACH-I NO 5;EnergySupplyMustRun;-104,98;42,62;46;46;
-95;FlexPowerplant2;HEYDEN 4;EnergySupplyMustRun;-104,94;42,62;91;91;
-95;FlexPowerplant2;ELBERFELD 2;EnergySupplyMustRun;-104,94;42,62;10,25;10,25;
-95;FlexPowerplant2;MOABIT 3;EnergySupplyMustRun;-104,85;42,62;10,25;10,25;
-95;FlexPowerplant2;ZOLLING 5;EnergySupplyMustRun;-104,67;42,62;47,5;47,5;
-95;FlexPowerplant2;GKM 7;EnergySupplyMustRun;-104,18;42,62;47,5;47,5;
-95;FlexPowerplant2;WERDOHL-ELVERLINGSEN E4;EnergySupplyMustRun;-104,18;42,62;31,5;31,5;
-95;FlexPowerplant2;FENNE-B NO 1;EnergySupplyMustRun;-104,18;42,62;19,5;19,5;
-95;FlexPowerplant2;BEXBACH C 1;EnergySupplyMustRun;-104,18;42,62;77,25;77,25;
-95;FlexPowerplant2;BUER 1;EnergySupplyMustRun;-104,1;42,62;8,25;8,25;
-95;FlexPowerplant2;HKW WEST 3;EnergySupplyMustRun;-103,58;42,62;7;7;
-95;FlexPowerplant2;HKW WEST 2;EnergySupplyMustRun;-103,58;42,62;7;7;
-95;FlexPowerplant2;HKW OFFENBACH 1;EnergySupplyMustRun;-103,51;42,62;6,5;6,5;
-95;FlexPowerplant2;SCHOLVEN F;EnergySupplyMustRun;-103,36;42,62;74;74;
-95;FlexPowerplant2;MEHRUM 1;EnergySupplyMustRun;-103,26;42,62;75,25;75,25;
-95;FlexPowerplant2;MUNSTER NEUBAU 25;EnergySupplyMustRun;-103,14;42,62;7;7;
-95;FlexPowerplant2;BOCHUM 3R;EnergySupplyMustRun;-103,01;42,62;1,5;1,5;
-95;FlexPowerplant2;WILHELMSHAVEN A;EnergySupplyMustRun;-102,38;42,62;77;77;
-95;FlexPowerplant2;KARLSRUHE WEST 3;EnergySupplyMustRun;-102,27;42,62;4,25;4,25;
-95;FlexPowerplant2;KARLSRUHE WEST 2;EnergySupplyMustRun;-101,75;42,62;3,25;3,25;
-95;FlexPowerplant2;KARLSRUHE WEST 1;EnergySupplyMustRun;-101,75;42,62;3,25;3,25;
-95;FlexPowerplant2;SCHOLVEN C;EnergySupplyMustRun;-100,41;42,62;37;37;
-95;FlexPowerplant2;SCHOLVEN E;EnergySupplyMustRun;-100,41;42,62;37;37;
-95;FlexPowerplant2;SCHOLVEN D;EnergySupplyMustRun;-100,41;42,62;37;37;
-95;FlexPowerplant2;LUNEN-2 NO 1;EnergySupplyMustRun;-100,41;42,62;35;35;
-95;FlexPowerplant2;FARGE 1;EnergySupplyMustRun;-100,41;42,62;35;35;
-95;FlexPowerplant2;WESTFALEN-C;EnergySupplyMustRun;-100,41;42,62;32;32;
-95;FlexPowerplant2;GKM 4;EnergySupplyMustRun;-100,41;42,62;22;22;
-95;FlexPowerplant2;SHAMROCK 3;EnergySupplyMustRun;-100,04;42,62;3,5;3,5;
-95;FlexPowerplant2;KIEL-A;EnergySupplyMustRun;-100;42,62;35,5;35,5;
-95;FlexPowerplant2;WALHEIM 2;EnergySupplyMustRun;-99,99;42,62;10,25;10,25;
-95;FlexPowerplant2;SHAMROCK 4;EnergySupplyMustRun;-99,94;42,62;3,5;3,5;
-95;FlexPowerplant2;SCHOLVEN B;EnergySupplyMustRun;-99,29;42,62;37;37;
-95;FlexPowerplant2;HERNE 3;EnergySupplyMustRun;-99,29;42,62;30;30;
-95;FlexPowerplant2;BREMEN-HAFEN 5;EnergySupplyMustRun;-99,29;42,62;14;14;
-95;FlexPowerplant2;HEILBRONN 6;EnergySupplyMustRun;-99,29;42,62;12,5;12,5;
-95;FlexPowerplant2;HOECHST 3;EnergySupplyMustRun;-98,66;42,62;6,5;6,5;
-95;FlexPowerplant2;SHAMROCK 2;EnergySupplyMustRun;-98,18;42,62;2,75;2,75;
-95;FlexPowerplant2;WALHEIM 1;EnergySupplyMustRun;-98,11;42,62;16;16;
-95;FlexPowerplant2;HERNE 2;EnergySupplyMustRun;-98,11;42,62;15;15;
-95;FlexPowerplant2;HEILBRONN 5;EnergySupplyMustRun;-98,11;42,62;12,5;12,5;
-95;FlexPowerplant2;WEDEL 1 NEW;EnergySupplyMustRun;-97,33;42,62;15,25;15,25;
-95;FlexPowerplant2;LUNEN-1 NO 6;EnergySupplyMustRun;-96,86;42,62;15;15;
-95;FlexPowerplant2;HOECHST 2;EnergySupplyMustRun;-96,75;42,62;1,75;1,75;
-95;FlexPowerplant2;SHAMROCK 1;EnergySupplyMustRun;-96,62;42,62;2,75;2,75;
-95;FlexPowerplant2;WEDEL 2 NEW;EnergySupplyMustRun;-96,33;42,62;13,75;13,75;
-95;FlexPowerplant2;WACHTBERG 1;EnergySupplyMustRun;-93,99;42,62;9;9;
-95;FlexPowerplant2;BIELEFELD 4;EnergySupplyMustRun;-92,33;42,62;2,5;2,5;
-95;FlexPowerplant2;MAINZ-II GT 1R;EnergySupplyMustRun;-91,97;42,62;7;7;
-95;FlexPowerplant2;GTKW DARMSTADT GT 1;EnergySupplyMustRun;-88,29;42,62;3,5;3,5;
-95;FlexPowerplant2;GTKW DARMSTADT GT 2;EnergySupplyMustRun;-88,29;42,62;3,5;3,5;
-95;FlexPowerplant2;BIELEFELD 3;EnergySupplyMustRun;-88,19;42,62;1,75;1,75;
-95;FlexPowerplant2;BIELEFELD 2;EnergySupplyMustRun;-86,53;42,62;1,25;1,25;
-95;FlexPowerplant2;LEUNA REFINERY S2;EnergySupplyMustRun;-83,37;42,62;2,75;2,75;
-95;FlexPowerplant2;AUGSBURG OST GT 1;EnergySupplyMustRun;-81,74;42,62;2,25;2,25;
-95;FlexPowerplant2;AHRENSFELDE GT F4;EnergySupplyMustRun;-81,02;42,62;2,75;2,75;
-95;FlexPowerplant2;LEUNA REFINERY S3;EnergySupplyMustRun;-80,1;42,62;2,5;2,5;
-95;FlexPowerplant2;IRSCHING-5;EnergySupplyMustRun;-78,31;42,62;43;43;
-95;FlexPowerplant2;THYROW GT E7;EnergySupplyMustRun;-77,87;42,62;2,75;2,75;
-95;FlexPowerplant2;THYROW GT E6;EnergySupplyMustRun;-77,87;42,62;2,75;2,75;
-95;FlexPowerplant2;THYROW GT E5;EnergySupplyMustRun;-77,87;42,62;2,75;2,75;
-95;FlexPowerplant2;AHRENSFELDE GT F1;EnergySupplyMustRun;-77,87;42,62;2,75;2,75;
-95;FlexPowerplant2;THYROW GT E8;EnergySupplyMustRun;-77,87;42,62;2,75;2,75;
-95;FlexPowerplant2;AHRENSFELDE GT F2;EnergySupplyMustRun;-77,87;42,62;2,75;2,75;
-95;FlexPowerplant2;EMSLAND LINGEN-D;EnergySupplyMustRun;-77,78;42,62;42,5;42,5;
-95;FlexPowerplant2;IRSCHING-4 CCGT;EnergySupplyMustRun;-77,56;42,62;28,25;28,25;
-95;FlexPowerplant2;AHRENSFELDE GT F3;EnergySupplyMustRun;-77,5;42,62;2,75;2,75;
-95;FlexPowerplant2;MAINZ-III CC;EnergySupplyMustRun;-77,19;42,62;19,75;19,75;
-95;FlexPowerplant2;ROMERBRUCKE;EnergySupplyMustRun;-76,47;42,62;3;3;
-95;FlexPowerplant2;MITTELSBUREN CC 1;EnergySupplyMustRun;-76,46;42,62;22,25;22,25;
-95;FlexPowerplant2;WOLFEN ENVIA GT 1;EnergySupplyMustRun;-76,43;42,62;3;3;
-95;FlexPowerplant2;HKW WEST GT 1;EnergySupplyMustRun;-76,17;42,62;7,25;7,25;
-95;FlexPowerplant2;LEUNA REFINERY S1;EnergySupplyMustRun;-76,1;42,62;2,25;2,25;
-95;FlexPowerplant2;HAMM-UENTROP CC 1;EnergySupplyMustRun;-75,89;42,62;20;20;
-95;FlexPowerplant2;HAMM-UENTROP CC 2;EnergySupplyMustRun;-75,89;42,62;20;20;
-95;FlexPowerplant2;HKW NORD KARLSTRASSE CC;EnergySupplyMustRun;-75,32;42,62;4,75;4,75;
-95;FlexPowerplant2;TIEFSTACK ERSATZ CC;EnergySupplyMustRun;-74,59;42,62;7,75;7,75;
-95;FlexPowerplant2;LEUNA REFINERY CC;EnergySupplyMustRun;-74,2;42,62;6,5;6,5;
-95;FlexPowerplant2;LUDWIGSHAFEN KW SUD;EnergySupplyMustRun;-74,14;42,62;16,25;16,25;
-95;FlexPowerplant2;HKW SUD SAARBRUCKEN;EnergySupplyMustRun;-73,94;42,62;2;2;
-95;FlexPowerplant2;HERDECKE CUNO CC;EnergySupplyMustRun;-73,36;42,62;20,75;20,75;
-95;FlexPowerplant2;HOECHST BUSINESS PARK;EnergySupplyMustRun;-72,91;42,62;10;10;
-95;FlexPowerplant2;GERA NORD NEW-1;EnergySupplyMustRun;-72,64;42,62;1,75;1,75;
-95;FlexPowerplant2;GERA NORD NEW-2;EnergySupplyMustRun;-72,64;42,62;1,75;1,75;
-95;FlexPowerplant2;MUNCHEN SUD-7;EnergySupplyMustRun;-71,98;42,62;21,25;21,25;
-95;FlexPowerplant2;NIEHL-2;EnergySupplyMustRun;-71,64;42,62;20,25;20,25;
-95;FlexPowerplant2;DUISBURG-WANHEIM-B;EnergySupplyMustRun;-71,64;42,62;11,5;11,5;
-95;FlexPowerplant2;HAFEN MUNSTER CC;EnergySupplyMustRun;-71,64;42,62;5;5;
-95;FlexPowerplant2;LAUSWARD A CC;EnergySupplyMustRun;-71,64;42,62;4,5;4,5;
-95;FlexPowerplant2;HKW NIEDERRAD-2;EnergySupplyMustRun;-71,64;42,62;3,75;3,75;
-95;FlexPowerplant2;ERLANGEN CC;EnergySupplyMustRun;-71,64;42,62;1,5;1,5;
-95;FlexPowerplant2;GKH LINDEN CC;EnergySupplyMustRun;-71,53;42,62;12;12;
-95;FlexPowerplant2;ALTBACH-II GT 1;EnergySupplyMustRun;-71,43;42,62;5;5;
-95;FlexPowerplant2;ROSTOCK-MARIENEHE CC-1;EnergySupplyMustRun;-71,19;42,62;1,75;1,75;
-95;FlexPowerplant2;ROSTOCK-MARIENEHE CC-3;EnergySupplyMustRun;-71,19;42,62;1,75;1,75;
-95;FlexPowerplant2;ROSTOCK-MARIENEHE CC-2;EnergySupplyMustRun;-71,19;42,62;1,75;1,75;
-95;FlexPowerplant2;ERFURT-OST;EnergySupplyMustRun;-69,47;42,62;5,75;5,75;
-95;FlexPowerplant2;DORMAGEN RWE;EnergySupplyMustRun;-69,37;42,62;29;29;
-95;FlexPowerplant2;THYROW GT E4;EnergySupplyMustRun;-69,08;42,62;2,75;2,75;
-95;FlexPowerplant2;THYROW GT E3;EnergySupplyMustRun;-69,08;42,62;2,75;2,75;
-95;FlexPowerplant2;THYROW GT E2;EnergySupplyMustRun;-69,08;42,62;2,75;2,75;
-95;FlexPowerplant2;THYROW GT E1;EnergySupplyMustRun;-69,08;42,62;2,75;2,75;
-95;FlexPowerplant2;SANDREUTH 2;EnergySupplyMustRun;-68,95;42,62;3,75;3,75;
-95;FlexPowerplant2;SANDREUTH 1;EnergySupplyMustRun;-68,95;42,62;3,75;3,75;
-95;FlexPowerplant2;BARMEN-I 1RP;EnergySupplyMustRun;-68,42;42,62;4,5;4,5;
-95;FlexPowerplant2;CHEMNITZ NORD-II NO 1;EnergySupplyMustRun;-68,26;42,62;5;5;
-95;FlexPowerplant2;DIESELSTRASSE CC-2;EnergySupplyMustRun;-68,02;42,62;2;2;
-95;FlexPowerplant2;DIESELSTRASSE CC-1;EnergySupplyMustRun;-68,02;42,62;2;2;
-95;FlexPowerplant2;HALLE-TROTHA;EnergySupplyMustRun;-67,01;42,62;2,75;2,75;
-95;FlexPowerplant2;MERKENICH (NORD) CC;EnergySupplyMustRun;-66,8;42,62;5,5;5,5;
-95;FlexPowerplant2;BRANDENBURG HAVEL GT 2;EnergySupplyMustRun;-66,1;42,62;1,5;1,5;
-95;FlexPowerplant2;BRANDENBURG HAVEL GT 1;EnergySupplyMustRun;-66,1;42,62;1,5;1,5;
-95;FlexPowerplant2;CHEMNITZ NORD-II NO 3;EnergySupplyMustRun;-65,69;42,62;11,25;11,25;
-95;FlexPowerplant2;CHEMNITZ NORD-II NO 2;EnergySupplyMustRun;-65,65;42,62;10;10;
-95;FlexPowerplant2;BITTERFELD ENVIA;EnergySupplyMustRun;-65,54;42,62;5,75;5,75;
-95;FlexPowerplant2;KLINGENBERG 5;EnergySupplyMustRun;-65,32;42,62;9;9;
-95;FlexPowerplant2;KLINGENBERG 6;EnergySupplyMustRun;-65,32;42,62;9;9;
-95;FlexPowerplant2;GOLDENBERG K;EnergySupplyMustRun;-65,24;42,62;25,75;25,75;
-95;FlexPowerplant2;WERNE (GERSTEIN K) GT 1;EnergySupplyMustRun;-64,91;42,62;8,5;8,5;
-95;FlexPowerplant2;NIEDERAUSSEM G;EnergySupplyMustRun;-64,87;42,62;93;93;
-95;FlexPowerplant2;RDK (KARLSRUHE) 4RP;EnergySupplyMustRun;-64,83;42,62;19;19;
-95;FlexPowerplant2;MITTE BERLIN CC;EnergySupplyMustRun;-64,57;42,62;19,25;19,25;
-95;FlexPowerplant2;NIEDERAUSSEM H;EnergySupplyMustRun;-64,52;42,62;93;93;
-95;FlexPowerplant2;BOXBERG P;EnergySupplyMustRun;-64,4;42,62;75;75;
-95;FlexPowerplant2;MITSUBISHI HITEC;EnergySupplyMustRun;-64,39;42,62;2;2;
-95;FlexPowerplant2;NEUBRANDENBURG GUD;EnergySupplyMustRun;-64,35;42,62;3,75;3,75;
-95;FlexPowerplant2;KLINGENBERG 4;EnergySupplyMustRun;-64,28;42,62;9;9;
-95;FlexPowerplant2;WEISWEILER H;EnergySupplyMustRun;-63,91;42,62;90;90;
-95;FlexPowerplant2;NEURATH D;EnergySupplyMustRun;-63,91;42,62;90;90;
-95;FlexPowerplant2;NEURATH E;EnergySupplyMustRun;-63,84;42,62;90;90;
-95;FlexPowerplant2;BOXBERG N;EnergySupplyMustRun;-63,78;42,62;75;75;
-95;FlexPowerplant2;FLENSBURG 12;EnergySupplyMustRun;-63,66;42,62;3,75;3,75;
-95;FlexPowerplant2;NEURATH C;EnergySupplyMustRun;-63,33;42,62;45;45;
-95;FlexPowerplant2;NEURATH A;EnergySupplyMustRun;-63,33;42,62;45;45;
